rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
2641,sarah,clarke,8,kambalda crescent,,coleambally,3039,nsw,19810620,24,04 64726493,4770040,9
231,jade,den hartog,77,rason place,,tanunda,2360,nsw,19270530,24,02 31990015,6314753,9
1300,zali,halton,34,catani place,fregon comm,st kilda,2529,nsw,19620729,29,07 48127990,3811845,4
1841,thomas,connellan,357,bunny street,,ballarat,4157,act,,,03 19884515,3073104,6
4600,james,schoolderman,25,alpen street,,wynnum,4558,qld,19681007,21,04 86633474,5919671,4
800,ava,crawford,134,tregellas crescent,,kyneton,4307,vic,19020208,25,02 13586472,5553703,2
640,david,piles,3,elder street,,brighton north,4215,vic,19761103,35,07 27499904,7030241,8
2291,elly,brearoey,30,fairfax street,talonmane,stafford heights,2650,,19740112,29,04 50787878,3967314,5
4200,sebastian,pearce,50,lavery place,,devonport,4558,tas,19010212,,08 71744011,4001630,3
4330,elle,hyde,6,spigl street,,tinana,5341,vic,19280415,30,04 23508597,9127097,0
2191,renee,van der,65,napier close,,port noarlunga,3450,nsw,19061009,42,03 93031039,9655600,1
240,zac,stebbing,33,crossley close,,glen waverley,3071,nsw,19510709,33,07 26139670,5840989,0
590,annalise,green,4,renmark street,herritage springs,berkeley vale,3116,vic,19951206,,03 01564903,5433966,6
4091,riley,lafferty,92,keverstone circuit,,white rock,5600,vic,19240428,26,04 40093454,2313053,7
4420,jayden,walton,18,yambina crescent,tambara,greenmount,2322,nsw,19120908,25,03 20861284,9436846,2
570,esther,van boom,9,birchall street,springflat,penrith,3150,vic,19780714,31,07 55769472,8653551,5
1461,ella,smith,22,mackanesshplace,,warrnambool,4132,vic,19950601,30,03 85621136,6365228,6
1140,madison,cappello,348,jackie howe crescent,,yallambie,5453,wa,19411108,27,07 36438059,8738829,8
3430,savannah,karbowniczek,5,wuruma place,,st andrews,3082,sa,19320121,35,07 20961344,6224834,8
4281,nacoya,braunack,19,mitta place,sunny valley,tempe,3083,sa,19710368,29,03 68648986,8677871,9
1730,joshua,zaina,68,field street,,boyne island,4810,qld,19210122,,03 23756693,8074031,3
2740,henry,jones,158,hinkler street,,richmond,6055,vic,19520429,,08 80456676,5668719,1
3281,aleisha,marschall,252,alexandra street,willowbrook,mudgee,4572,nsw,,,07 96783536,4538839,8
3061,thomas,harben,62,hopegood place,dp 668989,rockhapton,4670,wa,19410513,31,03 49047403,1583195,8
1201,kelsey,o'sullivan,3,gratwick street,memorial vlge,carltoncnorth,2088,vic,,,04 51679372,2712615,2
2010,paul,archibald,6,kissane crescent,kookaburra vlge,jannali,2448,vic,19990411,19,08 08217510,3226122,1
3831,matthew,slape,,lawrence close,,chinchilla,5125,tas,,28,02 38200279,3634687,0
1040,trevor,burner,37,gavin place,,berry,2540,,19451225,,03 45595762,7596794,3
4031,tasman,ward,4,fryansnplace,highland valley est,nerang,3631,nsw,19380915,36,08 89204293,1304200,4
3450,tiana,karandakis,1,cockle street,locn 6357,turramurra,2010,vic,,29,03 22432781,7453487,1
4581,riley,turley,30,harrison street,braesidz,toowoomba,7275,nsw,19381008,,,1621677,7
4720,,bennett,78,mactier place,,eastwood,4722,nsw,,25,07 65815512,1830612,6
1221,summer,handey,45,pinkerton circuit,currawang,greenwith,2650,vic,19720317,35,02 69615311,4443060,5
3070,briony,davies,10,rosella street,collingrove stud,gladstone,4068,vic,19330823,28,03 53938929,7065233,3
1901,cameron,jankovic,26,wakefield avenue,airton,mount barker,3030,,,39,07 81631854,4355071,8
650,ella,wiese,64,goodwin street,westmeath,edensor park,4211,,,23,02 12365268,9227299,3
4000,talia,,10,savige street,,croydon park,2250,qld,19730926,27,03 34844642,4247128,3
791,traviw,thompson,35,highett street,,kardinya,5131,vic,19150510,32,02 82776829,4056976,2
2431,fynlay,muegel,20,fossey street,,flying fish point,2262,vic,19950422,22,02 55059617,5434461,7
2831,leah,sherlock,129,symers tsreet,,charters towers,4720,,19921226,,04 03790660,5146743,8
4691,julia,stevens,35,heard street,,mirada,2122,vic,19800103,35,,1605546,8
3760,ryan,brabin,3,william hudson crescent,,wallumbilla,3930,nsw,19860828,28,07 46646120,3166011,4
2900,natalia,thompson,41,roebuck street,pretoria,atherton,2230,vic,19620607,,02 73041390,5179371,9
1240,molly,fahey,55,richardson street,,laverton,2160,nsw,19420505,26,03 85508453,4997219,0
2781,zachary,stanford,4,wybalena grove,sect 341,beechworth,6028,nswe,19110830,24,03 07161761,2611651,3
2650,kyle,marshall,891,sanderson close,,fairfield heights,3022,vic,19181109,30,07 96693510,2274407,9
4491,blake,jordan,98,tewksbury nircuit,,spearwood,6430,sa,19360207,39,02 67833565,7377944,7
681,anari,pedrazzini,15,leichhardt street,,lockyer waters,4220,nsw,19191214,18,02 62992508,3167148,1
1600,hattie,lunstedt,46,stone place,banyak,beaconsfield,4213,,19211219,28,03 83967580,9168546,4
3771,lara,,51,belconnen way,,galston,2145,vic,19851216,24,07 36427483,5804313,2
2601,liam,johnson,246,simmons place,,kalamunda,3219,,19431204,36,04 44049174,5637571,4
3241,kadin,wales,17,du faur street,,attadale,6018,act,19000117,37,07 03249291,4082058,3
1561,aiden,lysewycz,67,pierces ck,,concord,2071,nsw,19900304,25,03 64768865,7360990,2
3321,,cresswell,7,fink crscent,halivale station,lane cove,2765,vic,19970305,30,02 74955707,1316225,5
181,jukiana,lowen,479,crisp circuit,the anchorage,baulkham hills,3180,nsw,19221109,28,04 97936907,5072532,7
3091,nellie,richards,5,summerland circuit,old cowcumbla,thornlie,3688,nsw,19510414,33,02 50726654,6819012,7
941,jacob,hennig,32,violet grover place,glensloy,doncaster,4017,,19950506,33,08 70420964,9907818,6
531,takeisha,aylett,28,whatmore court,kangaroo flat,norman park,2264,qld,19950217,26,08 06216265,4597310,9
700,breana,rowe,765,limbunya street,,werribee,2785,vic,19450411,28,04 89860295,8529654,9
3810,madeline,berling,20,folingsby street,,hobart,6060,sa,,31,07 06611228,1292605,2
2860,jasper,pawley,407,sproule circuit,villa 79,bogangar,3685,nsw,19780611,32,04 53234019,1132265,5
3770,lara,karic,51,belconnen way,,galston,2145,vic,19851216,24,07 36427483,5804313,2
4830,benjamin,gatenby,153,rumker place,,south lake,,vic,19740128,30,07 99685653,7417851,1
4130,nathan,radin,176,gallagher street,yarra junction,reservoir,3912,qld,19500419,35,02 64019527,5019610,2
3861,jemma,ross,25,barrington crescent,,sarsfield,2112,sa,19940721,33,03 93621190,9102471,8
1630,joel,bartsch,38,namadgi circuit,,broulee,2222,nsw,,31,04 73409884,2172969,4
3231,eva,butcher,97,davidsonstreet,doughboy hill (rmb 50),queenscliff,3714,qld,19370324,24,08 53046982,4338084,3
2271,trent,sulzberger,1,wanganeenhavenue,,gympie,6026,sa,19421226,,04 56191928,7964959,9
710,aidan,klose,13,bussau close,noonbarra,west end,3137,sa,19261016,,04 03824855,1379840,1
701,breana,rowe,7651,limbunya street,,werribee,2785,vic,19450411,28,04 89860295,8529654,9
3131,kate,hyrycz,11,william hudson crescent,,tempe,2715,,19530411,,07 25766723,8643904,2
140,nicole,hollis,3,catchpole street,,indooroopilly,2049,vic,19960508,24,08 23267655,1040924,6
3401,ella,kelly,3,dowling street,robina shopping village,rosebery,2134,wa,19241129,,08 92473550,8542307,2
4010,jasmin,procter,15,port jackson circuit,the haven,kingsford,2675,,19951224,31,02 57109338,3335553,1
4020,lucy,palma,19,tauss place,lynwood,harriet,3269,vic,19630902,33,08 03042815,5365671,1
411,jaden,oakley,40,place bilby,,morayfield,3195,,19500323,33,03 73505945,2406971,0
1390,barkly,potger,6,crozier circuit,,hawthorn,3000,qld,19100202,,03 10929699,9352729,6
3671,lily,bailey,2,cullen street,,hampton park,3138,qld,19747923,24,08 64509284,1995865,6
1691,alex,kavanagh,11,bural court,,woorim,2732,vic,19510267,,08 73374577,7479167,1
2300,harriet,swindler,3,buckley circuit,,noble park,3941,wa,19341017,34,07 84043005,4874973,8
420,caitlin,bradbury,2,bentham street,,warranwood,5034,nsw,19850109,27,03 61153790,2432059,3
3581,ambrosia,flaubert,114,appel crescent,the mews,mariginiup,3330,nsw,19620218,29,03 88256451,5272204,0
4001,talia,,10,savige st reet,,croydon park,2250,qld,19730926,27,03 34844642,4247128,3
4440,jordan,garcia,14,zox circuit,,seaham east,2528,nsw,19480309,32,07 57990617,8694139,8
3510,ethan,king,60,bushby place,,nicholls,3720,sa,19790722,38,07 80642256,7582746,9
51,latham,hummel,46,cooling place,,dub bo,3057,nsw,19611014,30,07 15828116,4123091,2
4300,jye,mcfee,51,duffy street,,geelong east,4132,,19170516,,07 79365739,6953978,3
81,harrison,jones,32,cowan street,,warragul,5064,qld,19621010,38,04 01881208,7131819,3
630,nathan,graziotin,20,bonython street,,coffs harbour,2232,qld,,,,5593021,5
2590,stephen,latham,21,hart close,,cronulla,2213,nsw,19901225,,08 69279809,3127053,6
2741,henru,jones,158,hinkler street,,richmond,6055,vic,19520429,,08 80456676,5668719,1
4521,liam,ferri,2,heard street,,clayton south,3055,nsw,19530717,33,08 34060180,8989942,7
2980,alannah,wilson,120,reed street,,o'connor,,sa,19730402,23,03 81385861,9166462,7
1861,annabel,liu,21,daley rescent,the springs,hawthorn,3825,qld,19330710,29,02 88032053,8570053,8
2340,mitchell,bailey,30,lyle place,,george town,7321,nsw,19180316,31,02 30520898,3854662,5
4660,teagan,medic,81,pendred street,wallamurra medical centre,parmelia,2135,,19361024,34,08 73426423,7876735,7
1021,lachln,bradley,65,drysdale circuit,,bradbury,2196,vic,19730925,28,02 56840964,2958560,0
2310,william,miels,34,carruthers street,,llannarth,2041,nsw,19911210,,07 76598603,5979560,1
70,makayla,paterson,39,hazlitt glade,,gerroa,3056,vic,19631025,28,07 42516513,8197380,1
840,jenna,elliott,332,heysen street,,basin pocket,2671,vic,19880814,35,02 99047810,6433756,8
4401,mayilda,white,27,streeton drive,,st albans park,6148,,19021024,29,04 65934005,2608972,2
3230,eva,butcher,97,davidson street,doughboy hill (rmb 50),queenscliff,3714,qld,19370324,24,08 53046982,4338084,3
1560,aiden,lysewycz,67,pierces ck,,concord,2071,nsw,19900304,25,03 64678865,7360990,2
1620,fergus,driessen,4,newdegate street,ridgelands,box hill south,3825,qld,19930521,29,02 14188965,7478769,3
2681,emiily,treloar,86,longstaff street,,rye,2067,nsw,19861008,23,04 31252818,4771148,6
4530,harrison,gregory,23,irvine street,,,3345,nsw,19230423,30,04 53497259,7927611,8
1310,lucy,wescombe,14,sugarloaf circuit,reynolds court,sandstone point,5069,qld,,28,07 22065181,2907321,2
4961,robert,klaebe,146,,kanya,kewe,2214,,19700311,37,02 41035365,4890530,8
4701,byron,earls,31,barber cfescent,,avalon,4814,wa,19540420,,04 04249128,9019640,5
1890,ridley,bryant,58,the national capital private hospital,yanburra station street,ellenbrook,6104,nsw,19070203,33,,9165315,5
4180,joshua,natt,10,allman circuit,,alexander heights,2453,nsw,19710331,38,03 33851389,7631066,1
3490,ambrosia,marshall,2,captain cook crescent,flt 208,seven hills,4285,wa,19650724,28,03 53659432,4356271,5
4870,evan,griffiths,20,burnside street,,murray bridge,4212,,19960617,,07 81789574,4409233,1
3650,daen,brown,39,,,latrobe,2299,nsw,19020529,34,04 10898548,8347743,3
4590,imogen,scull,49,le souef crescent,settle downs,hallam,2777,vic,,33,04 73268470,4634829,1
1690,alex,kavanagh,11,bural court,,woorim,2732,vic,19510207,,08 73374577,7479167,1
4410,jared,o'neil,52,poynton street,cameroo,kambah,2026,qld,19460712,26,04 37753011,6770861,5
2290,elly,brearley,30,fairfax street,talonmane,stafford heights,2650,,19740112,29,04 50787878,3967314,5
2361,damien,richards,25,chevalief street,,mount gambier,3128,tas,19580305,26,03 11766336,7008819,3
1151,elizabeth,hannavy,5,arabana street,,chadstone,5914,nsw,19520624,,03 35507178,1898151,0
3620,william,reardon,55,nambucca street,edilia,gosnells,2000,qld,19580826,21,07 16174693,9141544,1
2131,jacob,paton,68,alarmon crrscent,,bellara,2021,nsw,19950701,28,02 72673237,2469595,5
1480,jessica,white,36,david street,,bathurst,7320,vic,19891121,26,03 09269170,9122118,6
3341,phoebe,lewis,2,wyatt street,,north gooburrum,5275,nsw,19290212,25,,9963973,3
1181,elijah,ballantyne,226,springvale drive,thankful rest caravan park,septimus,3950,vic,19710807,26,08 29131814,4030051,7
4371,reeve,herhert,26,tiptree crescent,,toowoomba,3043,qld,19280513,33,,4587316,0
351,olivia,lane,5,eleanora street,,hawker,7330,sa,19100504,28,02 32933352,8180631,6
3621,wilfiam,reardon,55,nambucca street,edilia,gosnells,2000,qld,19580826,21,07 16174693,9141544,1
2821,emiily,byrne,11,simpson street,,tepcbo,2287,nsw,19950629,19,03 49715871,5146986,9
1271,gregory,bateman,25,toona place,,lithgow,2456,nsw,19670104,28,03 45085028,5192172,8
4210,amy,grieve,8,mackenzie street,mount york,horningsea park,6155,nsw,19600717,36,02 03293749,7702995,9
500,jacob,johnson,170,boustead circuit,,craigmore,3666,vic,19010222,32,03 55873497,3526622,0
3240,kadin,wales,17,du faur street,,attadale,6018,act,19000117,37,07 03249291,4080258,3
931,ella,rayner,780,len waters treet,,warrnambool,6701,nsw,19360208,,04 82487805,8716218,9
3961,georgia,matthews,10,paterson street,,wangaratta,5091,wa,19717120,25,07 29355950,7399142,0
2660,cooper,gillick,23,templestowe avenue,,tully,2650,vic,19800117,22,02 20717061,2796886,0
4250,brigitte,daniels,43,culgoa circuit,glenearra,wonthaggi,2230,nsw,19000613,,07 80334553,8055984,4
3381,jared,,12,belah street,university shores,newport,3030,vic,19721202,30,,3157386,4
1771,zachariah,blakemore,4,foskett street,,hawthorn,7320,wa,19150713,25,04 54265340,3498079,1
4891,alexandra,,12,crichton crescent,troy junction,albert park,3461,wa,19221210,,04 00294100,8599477,9
1450,joshua,cordon,11,wickham crescent,,ashfield,2390,wa,19850724,,02 20353082,6553903,2
4361,dale,rowley,14,,thornbury house,wudinna,3015,vic,19000418,33,02 10026051,8941994,3
3301,joshua,styles,2,pankhurst crescent,cheshire,cherrybrook,6030,vic,19050920,22,07 14974315,4324621,9
4090,riley,lafferty,92,keverstone circuit,,white rock,5600,vic,19240428,25,04 40093454,2313053,7
271,keely,ludlow,322,,,baulkham hills,3842,wa,19731225,30,08 05597019,7501257,2
60,mikaela,nes,36,beirne street,,raby bay,2160,nt,19990509,26,08 73958146,1057852,3
4741,hayley,page,3,abernethy street,,noble park,6171,qld,19591030,33,02 95941222,9080384,2
4060,jaden,phillis,312,green street,phyliss stewart house,somerville,3195,nsw,19961008,26,02 56926091,2226562,7
761,emma,o'brien,12,castle place,,howard springs,7428,sa,,29,03 97657928,6353317,5
1811,james,sorella,27,alberga street,budderoo,alphington,5114,vic,19260524,,07 94979446,6618777,2
450,schkirra,bosworth,5,bennett street,,malanda,4059,vic,19061201,32,07 14725452,3786009,8
771,michaela,hayes,38,higinbotham street,,humpty doo,,qld,19710213,,03 58627842,7460222,0
900,erin,shay,,cumpston place,,broadwater,3162,wa,19740405,30,04 90091141,1653555,6
601,caitlin,bruty,548,clive steele avenue,,port augusta,2322,qld,19912019,31,,2913484,9
1220,summer,handley,45,pinkerton circuit,currawang,greenwith,2650,vic,19720317,35,02 69615311,4443060,5
1431,leo,goldfinch,5929,boobialla wtreet,lynian,naremburn,2319,sa,19570423,,03 17915039,8557378,6
3791,pyter,andersson,12,solomon crescent,scoth college,wembley downs,2582,qld,,36,04 52944477,8530335,6
1590,alex,jones,18,albermarle place,,caulfield north,2148,,19210118,24,02 36051676,6594818,0
4140,hannah,harris,601,minehan place,,wantirna,2526,vic,19900725,21,02 00801035,9355821,2
2150,brigette,long,3,richmond avenue,,eungai,2010,nsw,,24,08 76921534,8708544,2
801,ava,crawford,144,tregellas crescent,,kyneton,4307,vic,19020208,25,02 13586472,5553703,2
3471,xavier,evans,62,goldner circuit,,mildura,,nsw,19261003,19,04 01381456,7049205,5
260,troy,shugg,6,herbert crescent,juadine,moorland,2603,nsw,19610524,29,07 94272812,6884508,9
2701,carlin,young,2,tristania street,raywin,drouin,5608,vic,19990613,34,02 78936576,8460808,6
3991,coby,petras,23,allara street,henry kendall village,caulfield south,5109,vic,19360831,32,08 41458954,4466389,2
1171,jacison,crane,129,mcvilly close,,innisfail,2795,qld,19760811,23,03 45454138,9048573,6
1030,zac,pearce,51,tauss place,rogans bridge,keilor east,2095,vic,19660626,40,07 14741726,3547494,1
4651,harvey,maclean,144,mackaness place,lyndoch,gladstone,6333,nswd,19920921,30,03 36156886,4505025,4
290,michael,allie,40,barton highway,con crowley village,robinvale,3162,vic,19690605,25,,2215409,0
3500,joshua,dodson,16,templeton street,,alexander heights,2264,nsw,19280630,34,08 95104881,9608919,9
4291,konstantunos,ivory,27,knoke avenue,,bassendean,2341,sa,19301011,29,04 32398666,4520256,0
4120,georgia,winger,15,chaseling street,st vincent medical centre,clayton south,3233,vic,19540709,40,03 35866138,8082474,2
2141,toby,kelly,29,vasey crescent,glynnlee,zillmere,4707,act,19870331,33,02 70430263,9499620,3
1961,jacob,,12,temperley street,,rochedale south,2000,vic,19431002,28,04 01347209,2468720,9
2930,samantha,dixon,8,halford crescent,,hackham,2031,wa,19330514,26,08 68165855,3085357,8
3781,shannon,sullivan,50,durack street,,castel hill,4211,qld,19721209,,08 08828883,9794635,1
4541,harley,windebank,2237,ewart street,hse 187,bannockburn,2156,,19710829,,02 56433476,9074006,3
2971,jacob,brinkworth,89,archdall itreet,,capalaba,5491,wa,19151101,,08 13827793,3585847,3
1360,abby,chapman,78,tanderra crescent,,cranbourne,2034,nsw,19020725,32,08 85456704,3677695,8
4450,xepheren,hardy,34,,,sydney,2034,nsw,,32,07 28231158,1999320,9
4750,sebastian,boucher,38,evella court,,blacktown,4810,,19400922,30,08 00744973,4654437,2
4631,isaac,da y,5,,,medindie gardens,3031,vic,19900723,42,07 20282079,6018183,1
2421,jayde,hood,43,vagabond crescent,,inverell,3202,tas,19381119,22,02 02753094,1119402,5
300,nathan,russell,9,chippindall circuit,kookaburra garden,bacchus marsh,3224,sa,19040817,23,04 33581719,3673172,6
4740,hayley,page,4,abernethy street,,noble park,6171,qld,19591030,33,02 95941222,9080384,2
4980,amy,jan,68,cartwright street,,upper mount gravatt,3136,nsw,19550330,36,03 76869475,3219436,2
4791,corey,leifheit,90,tinderry circuit,,millicent,2010,vic,19260812,,04 91893541,9767580,2
2031,jemima,meins,11,marsh place,,judds creek,2594,qld,19581222,26,02 01538542,2205916,0
21,kristo,chambers,2,harringtkn circuit,kinlet cottage,melbourne,4875,vic,19200417,,07 91336560,8525101,0
4230,danielle,filipi,8,holden crescent,wymea park,warrnambool,2289,,19310115,,08 29275636,3960338,7
301,nathan,russell,9,chippindall circuit,kookaburra garden,bacchus marsh,3224,sa,19040817,,04 33581719,3673172,6
1351,kimberly,hall,319,bizant street,,trafalgon,5523,nsw,19751129,30,03 83076421,8289333,5
3721,isabella,butler,23,fisk street,nareen garden,nulkaba,2261,vic,19321122,25,02 59503268,8769755,3
2840,lachlan,macor,178,andado place,hithergreen homestead,mitcham,6065,nsw,19301106,27,03 92518694,8141677,6
4700,byron,earls,31,barber crescent,,avalon,4814,wa,19540420,,04 04249128,9019640,5
2531,charlotte,brooks,416,paul coe cfescent,,wellington,,qld,19020706,36,04 93320451,2658128,7
2811,cooper,mcmahon,140,currong street,,ermington,5107,nsw,,,,6064353,1
1470,maya,braithwaite,61,bargang crescent,kanyaka,healesville,2620,nsw,,,07 74640455,7379891,1
981,finn,,3,fitchett street,,jan juc,5453,naw,19110810,26,03 21861005,3612425,6
1801,jacob,spilsaury,7,galbu place,lowan palms,ulverstone,2648,vic,19410913,,03 53537021,3644521,1
151,jessica,mcinnis,28,rapaneastreet,rose cottage,moorooka,3000,sa,19910109,22,02 40032086,9533878,4
2950,chelsea,cooper,360,webb place,,westcourt,4220,wa,19821130,28,03 43401218,6086149,3
1371,april,szao,32,torrens street,,hollywell,3066,nsw,19820705,32,,2786865,6
350,olivia,lane,8,eleanora street,,hawker,7330,sa,19100504,28,02 32933352,8180631,6
1741,benji,egan,5,mcelhone court,,tin can bay,7019,vic,19150103,29,08 11870687,4927114,6
1990,benjamin,russack,198,hawkesbury crescent,,coogee,3976,vic,19630525,18,08 16858840,5513012,8
3491,ambrosia,marshall,2,captain colk crescent,flt 208,seven hills,4285,wa,19650724,28,03 53659432,4356271,5
2890,liam,tilbrook,,hyndes crescent,,mount barker,3121,tas,19290705,20,04 38049429,4741873,4
2940,caitlin,holder,68,costello circuit,,dirranbandi,4703,,,30,,5549935,6
1400,maggie,staughton,36,gurrit place,mountain view,alderley,,wa,19110203,33,07 64611115,1146175,9
841,jenna,elliott,332,heysen street,,basin pocket,2671,vic,19880814,35,02 99047810,6433786,8
410,jaden,oakley,40,bilby place,,morayfield,3195,,19500323,33,03 73505945,2406971,0
770,michaela,hayes,38,higinbotham street,,humpty doo,,qld,19710113,,03 58627842,7460222,0
2990,taylor,korytkowski,10,ashkanasy crescent,ferncliff,maleny,2640,sa,19060105,30,02 80000491,3811619,6
2381,keegan,giloespie,235,morrell place,morning star,euroa,2671,nsw,19810706,31,02 44252808,3095399,4
3711,ciaran,bannister,2,follett street,,narwee,0870,nsv,19191210,,03 26431877,7192098,0
861,william,reeve,29,delamere street,redwood village,armadale,3965,vic,19891031,27,04 86901939,1717564,2
3100,haylee,baldetti,3,guilfoyle street,rosebank,hughesdale,5063,sa,19870109,29,02 95171284,2857203,6
2051,cooper,rogers,11,wilkins street,,dubbo,6061,sa,19660161,39,03 08002511,8674288,9
170,bailey,marriot,75,callide street,,cecil hills,2250,qld,19860426,,03 44999493,8709459,2
880,nathan,wright,22,ringrose crescent,,boya,2904,nsw,,31,,4294965,6
2720,harvey,matthew,1013,tauss place,,christies beach,3204,qld,19411102,26,07 32466455,7304563,7
4271,katelin,turner,34,lidgett place,,randwick,5109,nsw,19941214,34,03 38262297,4097771,4
3290,jesse,montfort,11,findlay street,albany creek exch,ashfield,3185,vic,19060912,,,7537308,5
3371,harrison,pratt,38,fred lane crdscent,novotel palm cove,nakara,6014,nsw,19480926,34,02 33399629,4220170,1
4421,jayden,walton,18,yambina crescent,tambara,greenmount,2322,nsw,19120908,25,03 20866284,9436846,2
3591,ridley,reeves,23,mortlock circuit,,denison,3777,nsw,19998007,,08 01089062,6741952,5
1070,cameron,harvey,7,antill street,,kallaroo,4350,,19460601,29,03 37105221,7462613,8
2510,jakob,,2,,west break,woodridge,3163,vic,19030828,28,04 87040366,9443239,9
2021,micah,dean,113,templeton street,,alexandra headland,5091,sa,19330409,,04 83097687,3189376,9
3311,matisse,norton,12,gruner street,lochburn,narromine,,vic,19780505,37,07 29184634,6685170,8
3891,gracie,gioffre,32,britten-jonxs drive,midlands terrace,bayonet head,2227,nsw,19580316,30,08 87237015,2541118,5
4341,amber,reichelt,109,staaten crescent,,ambleside,2650,nsw,19830324,35,03 10860556,9030086,8
1401,maggie,staughton,36,gurrit pkace,mountain view,alderley,,wa,19110203,33,07 64611115,1146175,9
161,jordn,ferguson,34,maddison close,,kariong,3073,sa,19330923,25,02 62947262,1524896,7
3441,timothy,lynch,67,maidment place,lara park,beldon,5341,nsw,19551924,27,04 69366404,7791092,1
361,teneille,hanel,15,temperley street,,shepparton,7003,qld,19020210,18,04 45929914,9046997,4
2190,renee,van der,65,napier close,,port noarlunga,3450,nsw,19061009,42,03 93031039,9655500,1
3670,lily,bailey,2,cullen street,,hampton park,3138,qld,19740923,24,08 64509284,1995865,6
2360,damien,richards,25,chevalier street,,mount gambier,3128,tas,19580305,26,03 11766336,7008819,3
4430,caitlin,hall,11,london circuit,the village apt 9,bulli,6056,tas,19400320,,03 52090199,2263698,0
110,riley,farquhar,48,roderick street,,mermaid beach,3690,nsw,19620422,30,04 97651773,6800803,9
4941,lynton,bunder,109,myles connell crescent,,edithvale,2022,nsw,19030313,19,02 74215744,5026336,8
3130,kate,hyrycz,11,william hudson crescent,,tempe,2715,,19530411,23,07 25766723,8643904,2
950,brooke,weir,127,leahy close,villa 27,mermaid waters,3028,tas,19460205,26,04 57712037,3492857,1
1251,abbey,griffith,7,macgregor street,,burwood,2165,qld,19190615,26,03 54964733,4329964,6
3350,tahlia,martin,16,empire circuit,,eastern heights,3338,nsw,19311229,32,07 17384403,5710637,8
1880,holly,ortlepp,23,patten street,noonameena,chelsea heights,6059,sa,19041231,33,02 04116888,5807981,5
4511,rebecac,dunsford,12,paul coe crescent,,st albans,3061,vic,19461119,28,,4570865,6
4971,georgia,anderson,16,clive steele avenue,mimosa,basseneean,2138,qld,,24,03 32873730,9499904,1
4820,caitlin,serk,7,james street,,,2627,vic,19991122,26,03 98623059,7212075,0
1241,molly,fahey,55,richardson street,,laverton,2160,nsw,19420575,26,03 85508453,4997219,0
4861,emiiky,collis,5,bungonia street,kimberly fields,flemington,2358,,19851019,,08 37669058,5977763,3
430,amber,hibberd,49,serpentine street,,tewantin,2321,vic,19390706,39,03 46865908,6910815,2
3191,annabel,mansueto,78,warby place,,yarram,7306,nsw,19280102,32,04 96494103,5446869,9
281,max,davis,25,mimosa close,loxley road,croydon,2170,nsw,19780377,36,08 94579332,4928485,8
1041,trevor,burner,37,gavin place,,berru,2540,,19451225,,03 45595762,7596794,3
340,yasmin,vitone,25,hopegood place,digger orchard,lake munmorah,2195,nsw,19001213,25,08 46597401,8530365,6
3001,madison,brewer,32,khull crescent,apt 64b,charlestown,2120,qld,19010328,,03 76584677,9687156,7
2541,ainsley,ward,24,close boehm,,durras lake,4211,vic,19350217,,02 18060880,7552082,7
4451,xepheren,hardy,34,,,sydeny,2034,nsw,,32,07 28231158,1999320,9
3970,lachlan,elliott,,barlow street,windarah,minyip,3340,nsw,19800214,30,03 90723006,1525450,6
1081,georgia,brewer,21,bell place,,balwyn,4017,,19190915,31,03 24989279,8623980,8
2250,sean,radonic,3,bambridge street,medical centre,dardanup,3175,qld,19240405,24,08 50399206,3160818,2
4191,isabella,arnold,8,hinkler street,,four mile tcreek,3810,qld,19841228,32,03 51272524,5977025,1
621,lachlan,monteleone,6,kingsbury street,,torrensville,2042,,19670625,30,08 90056511,6517771,0
2041,benjamin,albrecht,943,angas street,,inverel,2259,,19370214,,04 11672693,3427691,2
4221,rubh,geddes,35,chuculba crescent,,new lambton,5045,vic,19911127,23,04 71863428,9481069,4
4080,xepheren,purton,32,marcus clarke street,,watchupga,5082,nsw,19290102,37,07 50117979,1825683,6
1031,zac,pearce,51,taussp lace,rogans bridge,keilor east,2095,vic,19660626,40,07 14741726,3547494,1
1960,jacob,,15,temperley street,,rochedale south,2000,vic,19431002,28,04 01347209,2468720,9
3641,charlotte,deboer,22,dexter ktreet,coralyn,buderim,3215,nsw,19690628,39,07 32310980,4600852,6
4381,alessandria,close,16,chippindall circuit,alchemy,west ryde,6158,nsw,19210910,35,02 10791402,2966424,6
591,annalise,green,4,renmark street,herritage springs,berkeley vale,3116,vic,19951806,,03 01564903,5433966,6
1581,bianca,holland,15,tooma pltace,,tewantin,2650,nsw,19080411,37,03 50457686,3247245,6
3030,fraser,clarke,48,helemon street,amaroo retirement vlge,hendon,2094,,19871219,,04 88449306,2037078,0
2220,daniel,purdy,8,lawrence close,valetta station,wynnum west,2192,qld,19510908,25,03 14285278,8049581,9
1881,hglly,ortlepp,23,patten street,noonameena,chelsea heights,6059,sa,19041231,33,02 04116888,5807981,5
3010,charlize,roche,107,mimosa close,,woree,2263,vic,19470921,27,02 91989727,4257974,9
4730,dillon,baker,100,mackerras crescent,cambria,yorketown,2046,sa,19341204,26,08 60579261,6969645,4
3821,monique,quock,24,hawker street,,mount warrigal,4007,qld,19380710,28,08 80700019,3935039,0
